3253,0.303928424517,0.281201151789,0.259387351779,0.257550569635,0.261787956289,0.261787956289,0.260695187166,0.312587412587
4446,0.411024269848,0.404530763354,0.352060982496,0.36091053022,0.379586142757,0.379586142757,0.387700534759,0.371511821512
2031,0.884738790621,0.878245284128,0.868365330322,0.885772965313,0.889421064869,0.889421064869,0.879679144385,0.861371961372
4447,0.536199095023,0.542043250867,0.433688594015,0.494874392445,0.47800511509,0.47800511509,0.524064171123,0.543681318681
4026,0.648154051831,0.642309895986,0.656664666855,0.61289899359,0.648822948152,0.648822948152,0.612299465241,0.626612970363
3724,0.106483957219,0.114925515661,0.147347896669,0.137347350007,0.123875261567,0.123875261567,0.104278074866,0.115557359307
4024,0.735808309338,0.720873244403,0.694522868436,0.691223801774,0.714403627063,0.714403627063,0.700534759358,0.70357975358
4025,0.491983751543,0.459516219075,0.472940782044,0.442733694268,0.471247965589,0.471247965589,0.446524064171,0.476513070263
4022,0.585443233237,0.565313363107,0.543698828346,0.606483265243,0.575409788421,0.575409788421,0.618983957219,0.602645271395
4023,0.620881324558,0.635167038844,0.570166925466,0.594627772057,0.586767612183,0.586767612183,0.612299465241,0.61459998335
4020,0.487037227478,0.46560865605,0.461665372671,0.428064348269,0.457605789351,0.457605789351,0.417112299465,0.476242507493
4021,0.480743521185,0.466457806899,0.470593944099,0.458259153464,0.466696698442,0.466696698442,0.439839572193,0.4769501332
643,0.210592348828,0.233319621555,0.224308300395,0.22444974037,0.216612415717,0.216612415717,0.217914438503,0.230885780886
4028,0.878131427396,0.853456102721,0.822478472614,0.82738538103,0.850037781911,0.850037781911,0.872994652406,0.86566974692
4029,0.654046688606,0.667683052242,0.694231719368,0.689882197938,0.65672227389,0.65672227389,0.628342245989,0.715136946387
4417,0.860895721925,0.870635981665,0.819055265387,0.86837418762,0.834808765403,0.834808765403,0.859625668449,0.876866883117
344,0.757522624434,0.76206807898,0.735486660079,0.730130589785,0.734111253197,0.734111253197,0.739304812834,0.755288461538
345,0.831854175237,0.814321707704,0.831407044043,0.803747744157,0.834529760521,0.834529760521,0.83422459893,0.78992049617
346,0.460834018922,0.441353499442,0.441373164879,0.382851717762,0.431402580795,0.431402580795,0.374331550802,0.444532550783
