3253,0.772727272727,0.6,0.75,0.826086956522,0.636363636364,0.615384615385,0.705882352941,0.75,0.8
4446,0.636363636364,0.7,0.5,0.695652173913,0.681818181818,0.538461538462,0.588235294118,0.714285714286,0.5
2031,0.181818181818,0.1,0.0,0.130434782609,0.181818181818,0.153846153846,0.0588235294118,0.214285714286,0.0
4447,0.363636363636,0.4,0.5,0.521739130435,0.636363636364,0.230769230769,0.588235294118,0.607142857143,0.55
4026,0.363636363636,0.5,0.3125,0.304347826087,0.363636363636,0.307692307692,0.411764705882,0.392857142857,0.35
3724,0.909090909091,0.9,0.8125,0.913043478261,0.863636363636,1.0,0.882352941176,0.821428571429,0.75
4024,0.363636363636,0.3,0.25,0.260869565217,0.318181818182,0.153846153846,0.235294117647,0.392857142857,0.3
4025,0.636363636364,0.5,0.5625,0.565217391304,0.409090909091,0.461538461538,0.470588235294,0.571428571429,0.6
4022,0.409090909091,0.2,0.5625,0.434782608696,0.363636363636,0.384615384615,0.352941176471,0.464285714286,0.5
4023,0.363636363636,0.4,0.3125,0.478260869565,0.5,0.307692307692,0.411764705882,0.428571428571,0.35
4020,0.636363636364,0.5,0.4375,0.608695652174,0.5,0.461538461538,0.529411764706,0.607142857143,0.55
4021,0.590909090909,0.5,0.4375,0.608695652174,0.5,0.538461538462,0.529411764706,0.571428571429,0.45
643,0.681818181818,0.8,0.75,0.739130434783,0.863636363636,0.769230769231,0.882352941176,0.75,0.8
4028,0.136363636364,0.1,0.1875,0.217391304348,0.0909090909091,0.0769230769231,0.117647058824,0.214285714286,0.25
4029,0.272727272727,0.2,0.4375,0.217391304348,0.318181818182,0.230769230769,0.470588235294,0.25,0.45
4417,0.0454545454545,0.1,0.1875,0.130434782609,0.227272727273,0.0,0.235294117647,0.178571428571,0.1
344,0.227272727273,0.3,0.1875,0.347826086957,0.272727272727,0.230769230769,0.294117647059,0.25,0.2
345,0.272727272727,0.3,0.1875,0.217391304348,0.0909090909091,0.230769230769,0.0588235294118,0.178571428571,0.15
346,0.545454545455,0.7,0.4375,0.608695652174,0.545454545455,0.461538461538,0.705882352941,0.642857142857,0.5
347,0.772727272727,0.8,0.5625,0.782608695652,0.727272727273,0.692307692308,0.647058823529,0.821428571429,0.65
340,1.0,1.0,0.9375,0.869565217391,0.954545454545,1.0,1.0,0.928571428571,0.95
